customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-04807,Male,0,No,No,42,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,25.17,1075.0,No
C-04808,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.62,4430.96,Yes
C-04809,Female,0,Yes,Yes,36,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),21.4,772.64,No
C-04810,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),102.25,4594.31,No
C-04811,Female,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),64.59,3354.38,No
C-04812,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,27.35,334.66,No
C-04813,Male,0,No,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),88.68,4691.64,No
C-04814,Male,0,Yes,No,56,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.93,3764.28,Yes
C-04815,Female,0,Yes,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,37.09,95.11,Yes
C-04816,Female,0,No,Yes,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.57,933.03,No
C-04817,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.8,344.0,No
C-04818,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,26.56,278.84,No
C-04819,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,27.42,1452.9,No
C-04820,Female,0,No,No,44,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,44.73,1965.26,No
C-04821,Male,0,No,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),81.05,1787.08,No
C-04822,Male,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,70.99, ,No
C-04823,Male,0,No,No,56,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),24.9,1396.56,No
C-04824,Female,0,Yes,No,25,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,114.84,2882.43,No
C-04825,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),106.72,2558.34,No
C-04826,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),43.92,2318.15,Yes
C-04827,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),30.23,848.76,Yes
C-04828,Male,0,Yes,No,35,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),112.24,3921.43,No
C-04829,Male,0,No,No,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,64.11,840.32,No
C-04830,Male,0,No,No,34,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,49.12,1665.99,Yes
C-04831,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.04,1943.31,No
C-04832,Female,0,No,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),95.27,1501.92,No
C-04833,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,34.84,2298.19,No
C-04834,Female,0,No,No,29,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,94.75,2745.32,No
C-04835,Male,0,Yes,No,44,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.94,4100.99,Yes
C-04836,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,71.93,3605.2,No
C-04837,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.58,4810.92,Yes
C-04838,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,31.21,1606.62,No
C-04839,Female,0,Yes,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),77.55,4881.25,No
C-04840,Female,0,No,No,37,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,62.93,2340.05,No
C-04841,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),60.23,3792.51,No
C-04842,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.26,248.89,No
C-04843,Female,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.23,1171.35,Yes
C-04844,Female,1,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.82,1136.56,No
C-04845,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.16,387.31,No
C-04846,Female,0,Yes,No,56,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,45.2,2536.78,Yes
C-04847,Male,1,Yes,Yes,6,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),90.07,541.68,No
C-04848,Male,0,Yes,No,49,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.86,1107.72,Yes
C-04849,Female,0,Yes,No,51,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,83.12,4229.83,No
C-04850,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.14,1277.5,No
C-04851,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.19,,No
C-04852,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,48.08, ,No
C-04853,Male,0,Yes,No,59,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,40.45,2382.67,No
C-04854,Male,0,No,Yes,33,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),73.2,2419.69,Yes
C-04855,Male,0,Yes,No,3,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),53.74,153.72,No
C-04856,Male,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,114.6,1840.98,No
C-04857,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,114.35,347.56,No
C-04858,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,62.37,2617.3,No
C-04859,Female,0,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),97.51,290.91,Yes
C-04860,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,19.33,,No
C-04861,Female,0,No,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),72.78,5104.56,No
C-04862,Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,92.33,4526.33,No
C-04863,Female,1,No,No,60,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,39.69,2379.24,Yes
C-04864,Female,0,No,No,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,24.12,810.38,No
C-04865,Female,1,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.59,241.02,No
C-04866,Male,0,No,Yes,23,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.18,1435.57,Yes
C-04867,Male,0,No,No,35,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.64,2397.14,No
C-04868,Male,1,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),56.09,2744.21,Yes
C-04869,Male,0,No,No,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,62.0,2602.83,No
C-04870,Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),65.02,1678.98,No
C-04871,Female,0,No,Yes,31,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,94.94,2943.88,No
C-04872,Female,0,Yes,Yes,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),28.52,468.39,No
C-04873,Male,1,Yes,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.9,2549.51,Yes
C-04874,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,86.86,2426.98,No
C-04875,Female,0,No,No,15,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),92.17,1376.27,No
C-04876,Male,0,No,No,46,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,91.45,4211.21,Yes
C-04877,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.06,3776.31,Yes
C-04878,Female,0,Yes,No,30,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.14,1187.97,No
C-04879,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.66,215.91,No
C-04880,Male,1,No,No,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,113.8,4098.86,No
C-04881,Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,76.85,1217.97,No
C-04882,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,19.1,714.19,Yes
C-04883,Male,0,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,23.97,1127.23,Yes
C-04884,Female,0,No,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),117.29,5278.87,No
C-04885,Male,0,Yes,Yes,47,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),25.19,1186.83,Yes
C-04886,Male,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.6,871.5,No
C-04887,Female,1,No,Yes,3,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),53.3,148.73,No
C-04888,Male,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.93,3349.87,No
C-04889,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,49.87,1431.33,No
C-04890,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,58.99,1242.52,No
C-04891,Female,0,No,Yes,65,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.41,5279.19,No
C-04892,Female,1,No,Yes,11,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),20.41,231.75,No
C-04893,Female,1,Yes,Yes,35,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,107.78,3757.46,No
C-04894,Female,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,69.94,1161.66,No
C-04895,Male,0,No,No,52,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.68,3364.82,Yes
C-04896,Female,0,No,No,70,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.07,7283.65,Yes
C-04897,Female,0,No,Yes,0,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),113.31,,No
C-04898,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.34,3440.16,Yes
C-04899,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.24,168.75,No
C-04900,Male,1,Yes,Yes,69,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),99.57,6864.93,No
C-04901,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.33,2540.35,No
C-04902,Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.55,7911.3,Yes
C-04903,Male,0,No,No,23,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,112.99,2604.02,No
C-04904,Female,0,No,Yes,18,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),29.48,534.66,No
C-04905,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),113.66,1937.7,No
C-04906,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.83,1594.73,Yes
C-04907,Male,0,No,No,41,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,82.63,3385.15,Yes
C-04908,Female,1,Yes,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.48,669.74,No
C-04909,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.89,1177.35,Yes
C-04910,Male,0,No,No,26,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.16,2136.03,No
C-04911,Female,1,No,Yes,38,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,82.36,3130.92,No
C-04912,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),108.22,871.41,Yes
C-04913,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,68.83,1372.46,No
C-04914,Male,0,No,No,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.05,1647.2,No
C-04915,Female,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),104.61,3356.53,No
C-04916,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,92.24,5623.35,No
C-04917,Male,0,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),112.9,1575.66,No
C-04918,Female,0,No,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),112.01,106.21,No
C-04919,Male,0,No,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),56.23,2873.68,No
C-04920,Female,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),62.7,2694.0,No
C-04921,Female,0,No,Yes,53,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,43.6,2332.93,No
C-04922,Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,84.06,1429.59,No
C-04923,Female,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),54.45,96.83,No
C-04924,Male,1,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,96.61,575.29,No
C-04925,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),30.16,1273.27,No
C-04926,Male,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.64,1090.68,No
C-04927,Male,0,No,No,36,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.45,1384.03,No
C-04928,Female,0,Yes,Yes,57,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.43,1516.29,No
C-04929,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,80.0,2571.29,No
C-04930,Female,0,No,Yes,58,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.74,1893.68,No
C-04931,Female,1,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.0,337.43,Yes
C-04932,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.42,1302.11,No
C-04933,Female,0,No,Yes,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,96.21,6459.49,Yes
C-04934,Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),99.23, ,Yes
C-04935,Female,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),34.2,2226.6,No
C-04936,Female,0,No,Yes,43,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,91.95,3954.4,No
C-04937,Male,0,No,Yes,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,61.35,297.78,No
C-04938,Female,0,No,No,41,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),41.96,1732.73,No
C-04939,Female,0,No,No,24,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.14,1933.26,Yes
C-04940,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.85,2022.98,No
C-04941,Female,0,Yes,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.69,5071.06,No
C-04942,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,22.76,341.5,Yes
C-04943,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),113.91,1487.02,No
C-04944,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),25.19,960.54,No
C-04945,Male,0,No,No,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),75.94,2041.31,Yes
C-04946,Female,1,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),108.22,5397.96,No
C-04947,Female,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,19.19,924.81,No
C-04948,Female,0,Yes,Yes,8,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,67.85,543.76,No
C-04949,Male,0,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,53.0,3017.64,No
C-04950,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.03,3344.4,No
C-04951,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.55,869.24,Yes
C-04952,Male,0,Yes,No,31,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),24.49,737.39,No
C-04953,Female,0,Yes,Yes,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,80.59,5486.52,Yes
C-04954,Male,1,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,59.68,4066.67,No
C-04955,Female,0,No,No,41,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,80.25,3299.93,Yes
C-04956,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,39.05,2016.82,Yes
C-04957,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.87,3005.53,No
C-04958,Female,0,Yes,No,38,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),74.17,2815.03,Yes
C-04959,Female,1,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,77.31,1085.26,Yes
C-04960,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),55.23,3854.81,No
C-04961,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,46.01,1292.06,No
C-04962,Female,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.37,81.89,No
C-04963,Male,1,Yes,Yes,9,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,35.47,316.25,No
C-04964,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,50.54,1428.57,Yes
C-04965,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,37.94,1298.38,No
C-04966,Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),81.38,408.14,Yes
C-04967,Male,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),74.91,810.09,No
C-04968,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),56.26,2084.94,No
C-04969,Female,0,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50.58,914.44,No
C-04970,Male,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.76,2735.17,No
C-04971,Female,1,Yes,Yes,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,71.55,504.36,No
C-04972,Female,0,No,No,7,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,109.89,758.47,Yes
C-04973,Male,0,No,No,46,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.57,3967.42,Yes
C-04974,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,92.44,266.1,Yes
C-04975,Female,1,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),101.44, ,Yes
C-04976,Male,0,Yes,Yes,66,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,53.16,3504.48,No
C-04977,Female,0,No,Yes,44,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),24.29,1058.71,No
C-04978,Male,1,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),80.26,573.23,No
C-04979,Male,1,Yes,No,15,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),36.87,549.46,No
C-04980,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,74.9,4936.2,Yes
C-04981,Female,1,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.95,719.67,Yes
C-04982,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),96.36,5680.96,No
