show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6888,TV Show,Ozark 32,Ava DuVernay,"Jennifer Aniston, Meryl Streep",Brazil,"June 25, 2021",2021,TV-MA,1 Season,Documentaries,A story about Ozark.
s6889,Movie,Mindhunter 23,Martin Scorsese,"Tom Hanks, Leonardo DiCaprio, Brad Pitt",United States,"May 4, 2014",2012,TV-14,122 min,"Thrillers, Dramas",A story about Mindhunter.
s6890,TV Show,Lupin 39,,"Tom Hanks, Leonardo DiCaprio",United States,"August 20, 2010",2008,TV-PG,1 Season,"Horror Movies, Dramas",A story about Lupin.
s6891,TV Show,Inception 29,Ryan Murphy,"Cate Blanchett, Jennifer Aniston, Tom Hanks, Leonardo DiCaprio",Brazil,"February 15, 2020",2019,TV-14,2 Season,"International Movies, Romantic Movies",A story about Inception.
s6892,TV Show,The Irishman 27,,"Tom Hanks, Leonardo DiCaprio, Meryl Streep, Jennifer Aniston",India,"May 7, 2016",2016,TV-PG,5 Season,Children & Family Movies,A story about The.
s6893,Movie,Bird Box 43,Guillermo del Toro,"Tom Hanks, Jennifer Aniston, Leonardo DiCaprio",United Kingdom,"October 18, 2016",2015,TV-MA,122 min,"Action & Adventure, International Movies",A story about Bird.
s6894,Movie,Extraction 11,,"Jennifer Aniston, Meryl Streep",United States,"July 15, 2009",2008,TV-MA,88 min,"Dramas, Action & Adventure",A story about Extraction.
s6895,TV Show,The Old Guard 49,Ryan Murphy,"Jennifer Aniston, Cate Blanchett, Brad Pitt",India,"July 8, 2017",2017,TV-14,2 Season,"Thrillers, Horror Movies",A story about The.
s6896,TV Show,Bright 32,,"Cate Blanchett, Jennifer Aniston, Brad Pitt, Meryl Streep",United States,"March 10, 2021",2021,PG-13,1 Season,"Thrillers, Children & Family Movies",A story about Bright.
s6897,Movie,Triple Frontier 11,Guillermo del Toro,"Meryl Streep, Brad Pitt, Leonardo DiCaprio",India,"March 9, 2019",2018,PG-13,92 min,Dramas,A story about Triple.
s6898,Movie,6 Underground 20,Ryan Murphy,"Jennifer Aniston, Brad Pitt",United States,"December 13, 2020",2020,TV-MA,83 min,"Dramas, Comedies",A story about 6.
s6899,Movie,Project Power 44,Christopher Nolan,"Jennifer Aniston, Cate Blanchett, Brad Pitt",Japan,"March 26, 2012",2012,PG-13,94 min,Children & Family Movies,A story about Project.
s6900,Movie,Army of Thieves 42,,"Brad Pitt, Tom Hanks",India,"February 6, 2015",2013,TV-14,107 min,Dramas,A story about Army.
s6901,Movie,The Crown 31,Guillermo del Toro,"Meryl Streep, Tom Hanks",United States,"May 16, 2014",2014,TV-PG,157 min,Thrillers,A story about The.
s6902,Movie,Stranger Things 35,Guillermo del Toro,"Jennifer Aniston, Brad Pitt, Tom Hanks",South Korea,"September 23, 2011",2010,TV-14,168 min,"International Movies, Action & Adventure",A story about Stranger.
s6903,TV Show,Breaking Bad 20,,"Jennifer Aniston, Brad Pitt",United States,"June 1, 2011",2011,TV-MA,2 Season,"Horror Movies, International Movies",A story about Breaking.
s6904,Movie,Narcos 21,,"Meryl Streep, Jennifer Aniston, Cate Blanchett, Tom Hanks",Brazil,"November 5, 2019",2018,TV-MA,120 min,"Children & Family Movies, Comedies",A story about Narcos.
s6905,Movie,Dark 44,,"Meryl Streep, Brad Pitt, Leonardo DiCaprio, Tom Hanks",South Korea,"April 13, 2011",2010,TV-MA,158 min,"Children & Family Movies, Action & Adventure",A story about Dark.
s6906,Movie,Money Heist 20,,,United States,"September 20, 2014",2013,TV-PG,162 min,"Documentaries, Horror Movies",A story about Money.
s6907,Movie,Squid Game 8,Guillermo del Toro,"Meryl Streep, Jennifer Aniston",Japan,"September 13, 2021",2021,TV-14,75 min,"Thrillers, Children & Family Movies",A story about Squid.
s6908,TV Show,Ozark 7,,"Meryl Streep, Leonardo DiCaprio",United States,"December 25, 2021",2020,TV-PG,4 Season,Thrillers,A story about Ozark.
s6909,Movie,Mindhunter 14,Ava DuVernay,,Spain,"October 4, 2019",2018,TV-MA,121 min,Sci-Fi & Fantasy,A story about Mindhunter.
s6910,Movie,Lupin 43,Ava DuVernay,"Jennifer Aniston, Cate Blanchett",United States,"September 27, 2017",2017,TV-14,118 min,"Children & Family Movies, Documentaries",A story about Lupin.
s6911,Movie,Inception 32,,"Brad Pitt, Jennifer Aniston, Leonardo DiCaprio, Tom Hanks",India,"December 2, 2012",2012,TV-MA,136 min,"Horror Movies, Documentaries",A story about Inception.
s6912,Movie,The Irishman 4,,,United States,"April 14, 2011",2009,PG,94 min,Thrillers,A story about The.
s6913,Movie,Bird Box 39,,"Meryl Streep, Tom Hanks",United States,"June 9, 2019",2018,TV-14,163 min,"Thrillers, Documentaries",A story about Bird.
s6914,TV Show,Extraction 8,,"Meryl Streep, Cate Blanchett, Jennifer Aniston, Leonardo DiCaprio",Canada,"December 26, 2016",2015,TV-PG,2 Season,Comedies,A story about Extraction.
s6915,Movie,The Old Guard 9,Ryan Murphy,"Cate Blanchett, Jennifer Aniston, Meryl Streep, Leonardo DiCaprio",United States,"November 16, 2013",2011,TV-14,142 min,Dramas,A story about The.
s6916,TV Show,Bright 49,,"Meryl Streep, Tom Hanks, Leonardo DiCaprio",India,"February 5, 2014",2012,TV-14,4 Season,"Action & Adventure, Thrillers",A story about Bright.
s6917,TV Show,Triple Frontier 49,David Fincher,"Cate Blanchett, Tom Hanks, Meryl Streep, Jennifer Aniston",United Kingdom,"November 11, 2021",2020,TV-MA,3 Season,"Thrillers, Romantic Movies",A story about Triple.
s6918,Movie,6 Underground 10,,"Cate Blanchett, Tom Hanks, Leonardo DiCaprio, Meryl Streep",United Kingdom,"July 14, 2022",2020,TV-14,152 min,Children & Family Movies,A story about 6.
s6919,TV Show,Project Power 4,,"Brad Pitt, Tom Hanks, Leonardo DiCaprio",Brazil,"April 19, 2010",2010,NR,3 Season,"Sci-Fi & Fantasy, Children & Family Movies",A story about Project.
s6920,Movie,Army of Thieves 45,Alfonso Cuarón,"Tom Hanks, Cate Blanchett, Jennifer Aniston",United States,"June 10, 2008",2008,R,118 min,Action & Adventure,A story about Army.
s6921,Movie,The Crown 14,,"Brad Pitt, Leonardo DiCaprio",United States,"March 17, 2017",2017,TV-MA,167 min,"Children & Family Movies, Horror Movies",A story about The.
s6922,Movie,Stranger Things 42,David Fincher,"Cate Blanchett, Leonardo DiCaprio, Jennifer Aniston",India,"July 5, 2021",2020,TV-MA,133 min,"International Movies, Comedies",A story about Stranger.
s6923,TV Show,Breaking Bad 10,,"Tom Hanks, Brad Pitt",United Kingdom,"October 15, 2022",2021,TV-MA,2 Season,Dramas,A story about Breaking.
s6924,Movie,Narcos 14,Christopher Nolan,"Meryl Streep, Brad Pitt",Japan,"June 13, 2016",2016,R,90 min,Thrillers,A story about Narcos.
s6925,Movie,Dark 40,Christopher Nolan,"Jennifer Aniston, Meryl Streep",Germany,"March 18, 2018",2017,G,117 min,"Documentaries, Comedies",A story about Dark.
s6926,TV Show,Money Heist 33,Christopher Nolan,"Leonardo DiCaprio, Jennifer Aniston",India,"October 23, 2012",2010,TV-PG,1 Season,"Documentaries, Horror Movies",A story about Money.
s6927,Movie,Squid Game 45,Ava DuVernay,"Cate Blanchett, Tom Hanks",United Kingdom,"October 24, 2021",2021,R,141 min,"Comedies, Sci-Fi & Fantasy",A story about Squid.
s6928,Movie,Ozark 23,,"Tom Hanks, Cate Blanchett, Leonardo DiCaprio, Brad Pitt",United States,"September 10, 2019",2018,G,154 min,Dramas,A story about Ozark.
s6929,Movie,Mindhunter 2,,"Meryl Streep, Leonardo DiCaprio",United States,"June 26, 2020",2019,R,117 min,"Action & Adventure, International Movies",A story about Mindhunter.
s6930,Movie,Lupin 44,Alfonso Cuarón,"Jennifer Aniston, Brad Pitt, Tom Hanks",Canada,"October 20, 2017",2016,TV-14,161 min,Thrillers,A story about Lupin.
s6931,TV Show,Inception 8,Ava DuVernay,"Cate Blanchett, Brad Pitt, Jennifer Aniston",United Kingdom,"June 1, 2021",2021,TV-MA,4 Season,Sci-Fi & Fantasy,A story about Inception.
s6932,Movie,The Irishman 49,Christopher Nolan,"Leonardo DiCaprio, Brad Pitt, Cate Blanchett, Jennifer Aniston",Germany,"August 25, 2016",2014,TV-PG,142 min,"Dramas, International Movies",A story about The.
s6933,Movie,Bird Box 43,Alfonso Cuarón,"Leonardo DiCaprio, Meryl Streep, Jennifer Aniston, Brad Pitt",Germany,"July 5, 2014",2014,R,103 min,Romantic Movies,A story about Bird.
s6934,TV Show,Extraction 33,Christopher Nolan,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio",Brazil,"May 12, 2008",2008,TV-14,4 Season,"Thrillers, Action & Adventure",A story about Extraction.
s6935,Movie,The Old Guard 11,Ava DuVernay,"Brad Pitt, Meryl Streep",United States,"December 23, 2021",2020,TV-PG,125 min,"Sci-Fi & Fantasy, Action & Adventure",A story about The.
s6936,TV Show,Bright 8,Alfonso Cuarón,"Leonardo DiCaprio, Meryl Streep",Brazil,"September 26, 2013",2013,PG-13,3 Season,Sci-Fi & Fantasy,A story about Bright.
s6937,Movie,Triple Frontier 11,,"Tom Hanks, Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",Japan,"November 11, 2009",2009,TV-14,147 min,"Children & Family Movies, Sci-Fi & Fantasy",A story about Triple.
s6938,Movie,6 Underground 42,Christopher Nolan,"Cate Blanchett, Meryl Streep, Leonardo DiCaprio",India,"December 26, 2015",2013,TV-14,153 min,"Children & Family Movies, Romantic Movies",A story about 6.
s6939,Movie,Project Power 6,Martin Scorsese,"Cate Blanchett, Brad Pitt, Jennifer Aniston, Meryl Streep",United Kingdom,"May 10, 2014",2014,PG,157 min,Children & Family Movies,A story about Project.
s6940,TV Show,Army of Thieves 12,Guillermo del Toro,,United States,"September 8, 2011",2011,TV-MA,5 Season,"Documentaries, Children & Family Movies",A story about Army.
s6941,Movie,The Crown 18,Ava DuVernay,"Jennifer Aniston, Cate Blanchett",United Kingdom,"April 2, 2021",2020,TV-MA,70 min,Thrillers,A story about The.
s6942,Movie,Stranger Things 14,David Fincher,"Cate Blanchett, Brad Pitt, Leonardo DiCaprio",United Kingdom,"May 13, 2017",2015,R,112 min,Horror Movies,A story about Stranger.
s6943,Movie,Breaking Bad 14,Ava DuVernay,"Jennifer Aniston, Meryl Streep, Cate Blanchett",India,"November 5, 2020",2018,TV-MA,81 min,Romantic Movies,A story about Breaking.
s6944,Movie,Narcos 4,Ava DuVernay,"Cate Blanchett, Leonardo DiCaprio",South Korea,"December 22, 2010",2009,TV-14,109 min,Thrillers,A story about Narcos.
s6945,Movie,Dark 26,Ava DuVernay,"Jennifer Aniston, Meryl Streep, Brad Pitt, Tom Hanks",South Korea,"October 4, 2014",2012,PG-13,154 min,"Sci-Fi & Fantasy, Action & Adventure",A story about Dark.
s6946,TV Show,Money Heist 1,Alfonso Cuarón,"Brad Pitt, Cate Blanchett, Jennifer Aniston, Meryl Streep",Canada,"March 18, 2021",2021,R,4 Season,"Romantic Movies, Sci-Fi & Fantasy",A story about Money.
s6947,Movie,Squid Game 18,Ryan Murphy,"Leonardo DiCaprio, Cate Blanchett",United States,"February 12, 2013",2012,TV-MA,82 min,Romantic Movies,A story about Squid.
s6948,Movie,Ozark 11,Alfonso Cuarón,"Brad Pitt, Jennifer Aniston, Cate Blanchett",United Kingdom,"February 4, 2015",2014,TV-14,128 min,International Movies,A story about Ozark.
s6949,Movie,Mindhunter 39,David Fincher,"Cate Blanchett, Meryl Streep",India,"April 17, 2015",2015,TV-MA,174 min,"Dramas, Comedies",A story about Mindhunter.
s6950,Movie,Lupin 5,Ryan Murphy,"Brad Pitt, Meryl Streep, Jennifer Aniston",India,"March 6, 2014",2013,PG-13,179 min,"Horror Movies, Documentaries",A story about Lupin.
s6951,TV Show,Inception 5,Christopher Nolan,"Meryl Streep, Jennifer Aniston, Cate Blanchett",South Korea,"November 25, 2018",2018,PG-13,2 Season,"Horror Movies, Documentaries",A story about Inception.
s6952,Movie,The Irishman 45,Guillermo del Toro,"Cate Blanchett, Leonardo DiCaprio, Brad Pitt",Japan,"February 10, 2018",2016,TV-MA,72 min,Dramas,A story about The.
s6953,Movie,Bird Box 24,Alfonso Cuarón,"Jennifer Aniston, Tom Hanks, Leonardo DiCaprio",Spain,"November 11, 2009",2009,TV-PG,170 min,"International Movies, Sci-Fi & Fantasy",A story about Bird.
s6954,Movie,Extraction 47,David Fincher,"Meryl Streep, Tom Hanks, Brad Pitt",Germany,"September 15, 2015",2014,TV-MA,162 min,Action & Adventure,A story about Extraction.
s6955,TV Show,The Old Guard 26,Ryan Murphy,"Tom Hanks, Jennifer Aniston, Cate Blanchett, Meryl Streep",Japan,"April 8, 2010",2010,TV-14,3 Season,International Movies,A story about The.
s6956,TV Show,Bright 15,Martin Scorsese,"Jennifer Aniston, Tom Hanks",Canada,"March 27, 2020",2020,TV-PG,2 Season,Thrillers,A story about Bright.
s6957,TV Show,Triple Frontier 40,Christopher Nolan,"Meryl Streep, Cate Blanchett, Jennifer Aniston, Tom Hanks",Germany,"February 16, 2014",2013,TV-MA,2 Season,"Children & Family Movies, Horror Movies",A story about Triple.
s6958,TV Show,6 Underground 5,Christopher Nolan,"Jennifer Aniston, Meryl Streep, Leonardo DiCaprio",India,"April 26, 2017",2015,PG-13,5 Season,Comedies,A story about 6.
s6959,Movie,Project Power 24,Alfonso Cuarón,"Meryl Streep, Brad Pitt",South Korea,"November 25, 2013",2012,TV-MA,74 min,"Dramas, Action & Adventure",A story about Project.
s6960,TV Show,Army of Thieves 8,Guillermo del Toro,"Leonardo DiCaprio, Tom Hanks, Jennifer Aniston, Meryl Streep",United Kingdom,"March 12, 2014",2012,TV-PG,3 Season,Action & Adventure,A story about Army.
s6961,TV Show,The Crown 22,,"Leonardo DiCaprio, Cate Blanchett",United States,"May 2, 2022",2021,PG-13,5 Season,Documentaries,A story about The.
s6962,TV Show,Stranger Things 15,Guillermo del Toro,"Tom Hanks, Jennifer Aniston, Cate Blanchett, Brad Pitt",Germany,"June 4, 2011",2011,TV-14,4 Season,Action & Adventure,A story about Stranger.
s6963,Movie,Breaking Bad 4,Ryan Murphy,"Brad Pitt, Meryl Streep",France,"May 16, 2017",2015,TV-14,74 min,"Documentaries, Action & Adventure",A story about Breaking.
s6964,Movie,Narcos 2,David Fincher,"Leonardo DiCaprio, Meryl Streep, Cate Blanchett, Brad Pitt",Canada,"September 14, 2009",2009,PG-13,100 min,International Movies,A story about Narcos.
s6965,Movie,Dark 9,David Fincher,"Tom Hanks, Leonardo DiCaprio",United States,"June 12, 2014",2013,NR,136 min,"Action & Adventure, Dramas",A story about Dark.
s6966,Movie,Money Heist 45,David Fincher,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",Japan,"December 1, 2018",2018,TV-14,141 min,Dramas,A story about Money.
s6967,Movie,Squid Game 2,,"Leonardo DiCaprio, Tom Hanks, Meryl Streep, Jennifer Aniston",Germany,"August 5, 2012",2011,TV-14,172 min,"Horror Movies, Thrillers",A story about Squid.
s6968,Movie,Ozark 29,Guillermo del Toro,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt, Cate Blanchett",United States,"May 17, 2020",2020,TV-14,105 min,"Sci-Fi & Fantasy, Dramas",A story about Ozark.
s6969,Movie,Mindhunter 37,Ryan Murphy,"Meryl Streep, Leonardo DiCaprio, Cate Blanchett, Brad Pitt",United States,"August 12, 2009",2008,TV-MA,90 min,Sci-Fi & Fantasy,A story about Mindhunter.
s6970,Movie,Lupin 34,,"Tom Hanks, Brad Pitt",Germany,"August 23, 2018",2017,TV-14,176 min,"Dramas, Horror Movies",A story about Lupin.
s6971,Movie,Inception 20,Guillermo del Toro,"Leonardo DiCaprio, Tom Hanks, Meryl Streep",United States,"March 5, 2022",2021,TV-14,88 min,"Dramas, Action & Adventure",A story about Inception.
s6972,Movie,The Irishman 46,Martin Scorsese,"Brad Pitt, Meryl Streep, Leonardo DiCaprio, Cate Blanchett",South Korea,"May 14, 2012",2011,TV-MA,168 min,"Sci-Fi & Fantasy, Dramas",A story about The.
s6973,Movie,Bird Box 26,,"Brad Pitt, Meryl Streep, Jennifer Aniston",India,"January 10, 2018",2017,NR,145 min,"Dramas, Action & Adventure",A story about Bird.
s6974,Movie,Extraction 41,,"Jennifer Aniston, Tom Hanks",United States,"February 1, 2011",2011,TV-MA,154 min,Dramas,A story about Extraction.
s6975,Movie,The Old Guard 29,Ryan Murphy,"Leonardo DiCaprio, Brad Pitt, Jennifer Aniston, Meryl Streep",United States,"February 10, 2014",2012,TV-14,72 min,Sci-Fi & Fantasy,A story about The.
s6976,Movie,Bright 1,Alfonso Cuarón,"Meryl Streep, Brad Pitt",South Korea,"March 7, 2011",2009,TV-14,132 min,Horror Movies,A story about Bright.
s6977,Movie,Triple Frontier 15,Christopher Nolan,"Jennifer Aniston, Tom Hanks, Brad Pitt, Leonardo DiCaprio",India,"June 6, 2019",2018,R,155 min,Children & Family Movies,A story about Triple.
s6978,Movie,6 Underground 12,,"Jennifer Aniston, Cate Blanchett",South Korea,"March 10, 2017",2017,NR,100 min,"Romantic Movies, Children & Family Movies",A story about 6.
s6979,Movie,Project Power 37,Guillermo del Toro,"Cate Blanchett, Jennifer Aniston",United States,"July 23, 2010",2010,TV-14,96 min,International Movies,A story about Project.
s6980,Movie,Army of Thieves 13,Ava DuVernay,"Cate Blanchett, Leonardo DiCaprio, Meryl Streep, Tom Hanks",United Kingdom,"October 16, 2016",2014,TV-MA,164 min,Action & Adventure,A story about Army.
s6981,Movie,The Crown 35,,"Meryl Streep, Brad Pitt",Spain,"July 21, 2020",2019,TV-PG,104 min,Dramas,A story about The.
s6982,Movie,Stranger Things 37,Alfonso Cuarón,"Jennifer Aniston, Meryl Streep, Tom Hanks",Germany,"August 18, 2020",2019,TV-PG,73 min,Documentaries,A story about Stranger.
s6983,Movie,Breaking Bad 36,,,United States,"August 6, 2022",2020,R,125 min,Documentaries,A story about Breaking.
s6984,Movie,Narcos 19,David Fincher,"Tom Hanks, Jennifer Aniston, Brad Pitt, Leonardo DiCaprio",United States,"April 10, 2020",2018,TV-14,92 min,"Romantic Movies, Comedies",A story about Narcos.
s6985,Movie,Dark 41,Alfonso Cuarón,"Jennifer Aniston, Tom Hanks, Meryl Streep, Cate Blanchett",United States,"February 24, 2016",2016,TV-MA,82 min,Children & Family Movies,A story about Dark.
s6986,Movie,Money Heist 37,,"Leonardo DiCaprio, Jennifer Aniston",India,"July 10, 2022",2021,TV-MA,73 min,Dramas,A story about Money.
s6987,TV Show,Squid Game 36,Ava DuVernay,"Brad Pitt, Tom Hanks, Cate Blanchett, Jennifer Aniston",Brazil,"November 1, 2019",2019,R,4 Season,"Dramas, Action & Adventure",A story about Squid.
s6988,Movie,Ozark 40,Guillermo del Toro,"Leonardo DiCaprio, Jennifer Aniston, Tom Hanks, Meryl Streep",India,"January 19, 2016",2014,TV-14,142 min,Romantic Movies,A story about Ozark.
s6989,Movie,Mindhunter 44,Guillermo del Toro,"Meryl Streep, Jennifer Aniston, Brad Pitt",United Kingdom,"November 14, 2019",2017,TV-MA,72 min,Dramas,A story about Mindhunter.
s6990,TV Show,Lupin 22,Ava DuVernay,"Meryl Streep, Cate Blanchett, Brad Pitt, Tom Hanks",Canada,"January 8, 2011",2010,PG-13,1 Season,"Children & Family Movies, Sci-Fi & Fantasy",A story about Lupin.
s6991,Movie,Inception 35,,"Tom Hanks, Jennifer Aniston",India,"February 3, 2015",2015,TV-MA,150 min,Horror Movies,A story about Inception.
s6992,Movie,The Irishman 36,,"Leonardo DiCaprio, Jennifer Aniston, Brad Pitt",France,"April 6, 2010",2008,TV-PG,152 min,Dramas,A story about The.
s6993,Movie,Bird Box 42,David Fincher,"Jennifer Aniston, Brad Pitt, Tom Hanks, Leonardo DiCaprio",United Kingdom,"August 3, 2015",2015,PG,129 min,Comedies,A story about Bird.
s6994,Movie,Extraction 13,Christopher Nolan,"Cate Blanchett, Brad Pitt",Brazil,,2021,TV-14,116 min,"Romantic Movies, Children & Family Movies",A story about Extraction.
s6995,TV Show,The Old Guard 48,Alfonso Cuarón,"Leonardo DiCaprio, Cate Blanchett, Brad Pitt, Tom Hanks",United States,"March 4, 2017",2015,R,4 Season,"Children & Family Movies, International Movies",A story about The.
s6996,Movie,Bright 29,Alfonso Cuarón,"Tom Hanks, Cate Blanchett, Jennifer Aniston",United States,"April 4, 2012",2010,TV-MA,121 min,"International Movies, Romantic Movies",A story about Bright.
s6997,TV Show,Triple Frontier 24,,,United States,"August 23, 2015",2015,TV-14,4 Season,Sci-Fi & Fantasy,A story about Triple.
s6998,Movie,6 Underground 9,,,Germany,"November 3, 2017",2016,TV-PG,88 min,Children & Family Movies,A story about 6.
s6999,Movie,Project Power 19,Ryan Murphy,"Leonardo DiCaprio, Tom Hanks",India,"March 5, 2015",2013,TV-MA,152 min,"Horror Movies, Thrillers",A story about Project.
s7000,Movie,Army of Thieves 11,Christopher Nolan,"Jennifer Aniston, Tom Hanks, Meryl Streep",United States,"September 15, 2017",2017,TV-PG,167 min,Children & Family Movies,A story about Army.
s7001,Movie,The Crown 8,,"Brad Pitt, Meryl Streep, Cate Blanchett",United Kingdom,"August 14, 2013",2011,TV-14,129 min,Action & Adventure,A story about The.
s7002,TV Show,Stranger Things 8,Ryan Murphy,"Brad Pitt, Cate Blanchett, Meryl Streep",Japan,"May 7, 2018",2018,R,5 Season,Dramas,A story about Stranger.
s7003,TV Show,Breaking Bad 2,,"Cate Blanchett, Leonardo DiCaprio, Brad Pitt, Tom Hanks",Canada,"July 10, 2017",2017,TV-14,4 Season,Romantic Movies,A story about Breaking.
s7004,Movie,Narcos 19,,"Cate Blanchett, Meryl Streep",United States,"April 8, 2015",2015,TV-14,109 min,"Children & Family Movies, Horror Movies",A story about Narcos.
s7005,Movie,Dark 30,David Fincher,"Tom Hanks, Brad Pitt",Canada,"April 14, 2015",2013,TV-14,119 min,Thrillers,A story about Dark.
s7006,Movie,Money Heist 18,,"Brad Pitt, Leonardo DiCaprio",United States,"December 9, 2015",2013,TV-MA,76 min,"International Movies, Romantic Movies",A story about Money.
s7007,TV Show,Squid Game 47,,"Leonardo DiCaprio, Brad Pitt",Spain,"April 10, 2012",2010,TV-MA,5 Season,Children & Family Movies,A story about Squid.
s7008,Movie,Ozark 17,,"Jennifer Aniston, Tom Hanks, Brad Pitt",United States,"October 10, 2012",2010,TV-MA,145 min,Children & Family Movies,A story about Ozark.
s7009,Movie,Mindhunter 22,,"Tom Hanks, Meryl Streep",United States,"July 20, 2022",2021,TV-14,88 min,"Documentaries, Action & Adventure",A story about Mindhunter.
s7010,Movie,Lupin 29,,"Brad Pitt, Meryl Streep, Tom Hanks",United States,"February 17, 2022",2021,TV-14,92 min,"Children & Family Movies, Horror Movies",A story about Lupin.
s7011,TV Show,Inception 30,Martin Scorsese,"Jennifer Aniston, Leonardo DiCaprio, Brad Pitt",India,"April 25, 2013",2012,PG-13,2 Season,"Thrillers, Comedies",A story about Inception.
s7012,Movie,The Irishman 39,,"Tom Hanks, Jennifer Aniston, Leonardo DiCaprio, Meryl Streep",United States,"May 27, 2017",2016,TV-MA,100 min,Romantic Movies,A story about The.
s7013,TV Show,Bird Box 19,Ava DuVernay,"Cate Blanchett, Tom Hanks, Meryl Streep, Jennifer Aniston",Canada,"August 26, 2012",2010,TV-MA,3 Season,Horror Movies,A story about Bird.
s7014,Movie,Extraction 46,,"Brad Pitt, Jennifer Aniston, Leonardo DiCaprio, Tom Hanks",India,"December 6, 2016",2015,TV-MA,163 min,Horror Movies,A story about Extraction.
s7015,Movie,The Old Guard 31,Martin Scorsese,"Leonardo DiCaprio, Meryl Streep",United States,"August 13, 2015",2015,TV-PG,144 min,Children & Family Movies,A story about The.
s7016,Movie,Bright 6,Alfonso Cuarón,"Leonardo DiCaprio, Jennifer Aniston, Cate Blanchett, Brad Pitt",France,"April 2, 2016",2015,TV-PG,88 min,Comedies,A story about Bright.
s7017,Movie,Triple Frontier 18,David Fincher,"Leonardo DiCaprio, Brad Pitt, Cate Blanchett, Tom Hanks",United States,"October 18, 2022",2021,PG-13,73 min,"Comedies, Horror Movies",A story about Triple.
s7018,Movie,6 Underground 11,David Fincher,"Leonardo DiCaprio, Tom Hanks, Meryl Streep",Germany,"May 6, 2022",2021,TV-MA,98 min,"Sci-Fi & Fantasy, Action & Adventure",A story about 6.
s7019,Movie,Project Power 47,,"Brad Pitt, Jennifer Aniston",United Kingdom,"August 16, 2009",2008,TV-MA,170 min,"Dramas, Documentaries",A story about Project.
s7020,Movie,Army of Thieves 2,Guillermo del Toro,"Cate Blanchett, Tom Hanks, Jennifer Aniston",United States,"June 15, 2016",2014,TV-MA,100 min,"Comedies, Sci-Fi & Fantasy",A story about Army.
s7021,Movie,The Crown 32,Alfonso Cuarón,"Tom Hanks, Brad Pitt",United States,"May 6, 2011",2010,TV-MA,175 min,Children & Family Movies,A story about The.
s7022,TV Show,Stranger Things 7,,"Meryl Streep, Leonardo DiCaprio, Jennifer Aniston, Tom Hanks",Germany,"September 20, 2017",2015,PG,4 Season,"Dramas, Comedies",A story about Stranger.
s7023,TV Show,Breaking Bad 27,Martin Scorsese,"Leonardo DiCaprio, Brad Pitt, Tom Hanks, Meryl Streep",United States,"September 15, 2016",2016,PG,5 Season,Sci-Fi & Fantasy,A story about Breaking.
s7024,TV Show,Narcos 21,Ryan Murphy,"Jennifer Aniston, Meryl Streep, Tom Hanks",Brazil,"November 26, 2013",2012,R,4 Season,Romantic Movies,A story about Narcos.
s7025,Movie,Dark 48,Christopher Nolan,"Jennifer Aniston, Leonardo DiCaprio, Meryl Streep, Cate Blanchett",United States,"February 12, 2012",2011,R,134 min,"Documentaries, Comedies",A story about Dark.
s7026,Movie,Money Heist 6,Ryan Murphy,"Tom Hanks, Meryl Streep, Cate Blanchett, Brad Pitt",India,,2018,TV-MA,117 min,"Romantic Movies, International Movies",A story about Money.
s7027,TV Show,Squid Game 15,,"Leonardo DiCaprio, Tom Hanks, Brad Pitt",South Korea,"September 20, 2021",2019,PG-13,3 Season,Sci-Fi & Fantasy,A story about Squid.
s7028,Movie,Ozark 13,Alfonso Cuarón,"Meryl Streep, Cate Blanchett, Leonardo DiCaprio, Tom Hanks",United States,"March 16, 2021",2019,TV-MA,71 min,"International Movies, Sci-Fi & Fantasy",A story about Ozark.
s7029,TV Show,Mindhunter 17,,"Leonardo DiCaprio, Jennifer Aniston",United States,"October 1, 2020",2018,TV-PG,3 Season,"International Movies, Action & Adventure",A story about Mindhunter.
s7030,Movie,Lupin 29,Ava DuVernay,"Leonardo DiCaprio, Jennifer Aniston",United States,"July 12, 2022",2021,G,85 min,"Romantic Movies, Thrillers",A story about Lupin.
s7031,Movie,Inception 1,,"Meryl Streep, Cate Blanchett",United Kingdom,"April 22, 2016",2014,TV-MA,116 min,"Comedies, Dramas",A story about Inception.
s7032,TV Show,The Irishman 34,,"Jennifer Aniston, Tom Hanks, Cate Blanchett, Meryl Streep",India,"February 2, 2020",2018,TV-MA,1 Season,"Action & Adventure, Documentaries",A story about The.
s7033,TV Show,Bird Box 10,Alfonso Cuarón,"Jennifer Aniston, Brad Pitt, Cate Blanchett",United Kingdom,"May 14, 2020",2018,TV-MA,2 Season,Horror Movies,A story about Bird.
s7034,Movie,Extraction 44,Ryan Murphy,"Leonardo DiCaprio, Meryl Streep, Jennifer Aniston",France,"April 20, 2018",2018,TV-PG,132 min,"Romantic Movies, Children & Family Movies",A story about Extraction.
s7035,TV Show,The Old Guard 38,David Fincher,"Meryl Streep, Brad Pitt, Tom Hanks, Leonardo DiCaprio",India,,2020,TV-PG,2 Season,"Children & Family Movies, Action & Adventure",A story about The.
